INFO 2025-07-10 12:50:30,005 services 12724 9788 Enhanced search: 'homer sty' -> 'homer sty'
INFO 2025-07-10 12:50:31,376 services 12724 9788 Enhanced search: 'homer st' -> 'homer st'
INFO 2025-07-10 12:50:37,697 services 12724 9788 Enhanced search: 'homer s' -> 'homer s'
INFO 2025-07-10 12:50:41,946 services 12724 9788 Enhanced search: 'homer ' -> 'homer'
INFO 2025-07-10 12:50:46,839 services 12724 9788 Enhanced search: 'homer' -> 'homer'
INFO 2025-07-10 12:51:38,069 services 12724 9788 Enhanced search: 'home' -> 'home'
INFO 2025-07-10 12:51:43,951 services 12724 9788 Enhanced search: 'home ' -> 'home'
INFO 2025-07-10 12:51:45,165 services 12724 9788 Enhanced search: 'home s' -> 'home s'
INFO 2025-07-10 12:51:45,626 services 12724 9788 Enhanced search: 'home sy' -> 'home sy'
INFO 2025-07-10 12:51:47,768 services 12724 9788 Enhanced search: 'home s' -> 'home s'
INFO 2025-07-10 12:51:55,637 services 12724 14556 Enhanced search: 'home st' -> 'home st'
INFO 2025-07-10 12:51:59,778 services 12724 9788 Enhanced search: 'home s' -> 'home s'
INFO 2025-07-10 12:52:02,132 services 12724 9788 Enhanced search: 'home ' -> 'home'
INFO 2025-07-10 12:52:06,357 services 12724 9788 Enhanced search: 'home' -> 'home'
INFO 2025-07-10 12:52:08,776 services 12724 6932 Enhanced search: 'homesy' -> 'homesy'
INFO 2025-07-10 12:52:08,800 services 12724 9788 Enhanced search: 'homes' -> 'homes'
INFO 2025-07-10 12:52:09,719 services 12724 9788 Enhanced search: 'homes' -> 'homes'
INFO 2025-07-10 12:52:10,986 services 12724 9788 Enhanced search: 'homest' -> 'homest'
INFO 2025-07-10 12:52:11,124 services 12724 14556 Enhanced search: 'homesty' -> 'homesty'
INFO 2025-07-10 12:52:12,522 services 12724 9788 Enhanced search: 'homestyl' -> 'homestyl'
INFO 2025-07-10 12:52:15,301 services 12724 9788 Enhanced search: 'homestyle' -> 'homestyle'
WARNING 2025-07-10 12:52:25,201 log 12724 6932 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:52:25,598 log 12724 5608 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:52:25,866 log 12724 14556 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:52:26,516 log 12724 5608 Not Found: /api/user-behavior/realtime-personalization/
ERROR 2025-07-10 12:52:35,625 views 12724 9788 Logout error: 'RefreshToken' object has no attribute 'blacklist'
ERROR 2025-07-10 12:52:35,830 log 12724 9788 Internal Server Error: /api/auth/logout/
WARNING 2025-07-10 12:52:37,091 log 12724 14556 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:53:39,196 log 12724 2064 Not Found: /favicon.ico
INFO 2025-07-10 12:55:15,254 views 12724 9788 User logged in: store_owner
WARNING 2025-07-10 12:55:17,130 log 12724 13940 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:55:17,138 log 12724 12512 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:55:18,158 log 12724 10536 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:55:19,062 log 12724 12512 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:57:48,522 log 12724 13940 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:57:49,127 log 12724 8196 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:57:49,130 log 12724 16328 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:57:52,107 log 12724 10192 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 13:03:49,322 log 12724 12732 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:03:49,567 log 12724 6772 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:03:49,605 log 12724 7884 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 13:03:50,929 log 12724 7920 Not Found: /api/user-behavior/realtime-personalization/
ERROR 2025-07-10 13:05:28,373 views 12724 9548 Logout error: 'RefreshToken' object has no attribute 'blacklist'
ERROR 2025-07-10 13:05:28,497 log 12724 9548 Internal Server Error: /api/auth/logout/
WARNING 2025-07-10 13:05:29,275 log 12724 9548 Not Found: /api/products/best-deals/
INFO 2025-07-10 13:05:59,468 views 12724 6772 User logged in: store_owner
WARNING 2025-07-10 13:06:01,058 log 12724 8052 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 13:06:01,137 log 12724 6772 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:06:01,662 log 12724 9548 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:06:03,278 log 12724 12452 Not Found: /api/user-behavior/realtime-personalization/
ERROR 2025-07-10 13:37:13,129 services 12724 4460 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 13:37:13,217 views 12724 4460 Error comparing products: 'criteria'
ERROR 2025-07-10 13:37:13,427 log 12724 4460 Internal Server Error: /api/comparisons/products/
ERROR 2025-07-10 13:37:15,795 services 12724 4460 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 13:37:15,986 views 12724 4460 Error comparing products: 'criteria'
ERROR 2025-07-10 13:37:16,074 log 12724 4460 Internal Server Error: /api/comparisons/products/
ERROR 2025-07-10 13:37:18,628 services 12724 1004 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 13:37:18,722 views 12724 1004 Error comparing products: 'criteria'
ERROR 2025-07-10 13:37:18,810 log 12724 1004 Internal Server Error: /api/comparisons/products/
INFO 2025-07-10 17:30:41,191 autoreload 15676 15940 Watching for file changes with StatReloader
WARNING 2025-07-10 17:32:14,271 log 15676 19776 Unauthorized: /api/auth/profile/
WARNING 2025-07-10 17:32:14,273 log 15676 19780 Unauthorized: /api/auth/profile/
WARNING 2025-07-10 17:32:14,273 log 15676 14512 Unauthorized: /api/user-behavior/log/
WARNING 2025-07-10 17:32:14,275 log 15676 20220 Unauthorized: /api/user-behavior/log/
ERROR 2025-07-10 17:32:17,025 log 15676 20220 Internal Server Error: /api/auth/token/refresh/
